Sr. No.,Round No,Period,City Name,PIN Code,Gender Of Respondent,Age Group,Category of Respondent,Expectations on prices in next 3 months - General,Expectations on prices in next 3 months - Food products,Expectations on prices in next 3 months - Non food products,Expectations on prices in next 3 months - Household durables,Expectations on prices in next 3 months - Housing,Expectations on prices in next 3 months - Services,Expectations on prices in next 1 year - General,Expectations on prices in next 1 year - Food products,Expectations on prices in next 1 year - Non food products,Expectations on prices in next 1 year - Household durables,Expectations on prices in next 1 year - Housing,Expectations on prices in next 1 year - Services,View on Current Inflation Rate,View on Current Inflation Rate - actual rate for above 16%,View on 3 Months ahead Inflation Rate,View on 3 Months ahead Inflation Rate - actual rate for above 16%,View on 1 Year ahead Inflation Rate,View on 1 Year ahead Inflation Rate - actual rate for above 16%,City_Tier
3687,64,Jul-2021,Jammu,180007.0,Female,25 to 30 years,HOMEMAKER,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,>=16,70.0,>=16,70.0,>=16,70.0,Tier 2
3688,64,Jul-2021,Jammu,180007.0,Female,Up to 25 years,Other category,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,>=16,30.0,>=16,30.0,>=16,47.0,Tier 2
3689,64,Jul-2021,Jammu,180007.0,Male,Up to 25 years,Other category,Price increase similar to current rate,No change in prices,Price increase similar to current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Decline in price,Decline in price,No change in prices,15-16,,15-16,,15-16,,Tier 2
3690,64,Jul-2021,Jammu,180007.0,Male,35 to 40 years,Other employees,No change in prices,No change in prices,Price increase more than current rate,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,7-8,,7-8,,9-10,,Tier 2
3691,64,Jul-2021,Jammu,180007.0,Male,30 to 35 years,Self-Employed,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase less than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,12-13,,>=16,20.0,12-13,,Tier 2
3692,64,Jul-2021,Jammu,180007.0,Male,40 to 45 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,>=16,30.0,>=16,50.0,>=16,30.0,Tier 2
3693,64,Jul-2021,Jammu,180007.0,Male,60 years and above,Self-Employed,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase more than current rate,>=16,30.0,>=16,30.0,>=16,30.0,Tier 2
3694,64,Jul-2021,Jammu,180007.0,Male,60 years and above,Other category,Price increase similar to current rate,No change in prices,No change in prices,Price increase similar to current rate,Price increase more than current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,>=16,25.0,>=16,25.0,>=16,25.0,Tier 2
3695,64,Jul-2021,Jammu,180007.0,Female,25 to 30 years,Other category,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,>=16,20.0,>=16,40.0,>=16,50.0,Tier 2
3696,64,Jul-2021,Jammu,180007.0,Female,25 to 30 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,>=16,30.0,>=16,40.0,>=16,50.0,Tier 2
3697,64,Jul-2021,Jammu,180007.0,Male,55 to 60 years,Self-Employed,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,>=16,20.0,>=16,20.0,>=16,20.0,Tier 2
3698,64,Jul-2021,Jammu,180007.0,Male,Up to 25 years,Daily workers,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,10-11,,10-11,,10-11,,Tier 2
3699,64,Jul-2021,Jammu,180007.0,Female,25 to 30 years,HOMEMAKER,Decline in price,Price increase similar to current rate,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,>=16,20.0,15-16,,<1,,Tier 2
3700,64,Jul-2021,Jammu,180007.0,Female,35 to 40 years,HOMEMAKER,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase more than current rate,Price increase similar to current rate,No change in prices,No change in prices,Decline in price,Decline in price,No change in prices,No change in prices,Price increase similar to current rate,10-11,,10-11,,<1,,Tier 2
3701,64,Jul-2021,Jammu,180007.0,Male,55 to 60 years,Self-Employed,No change in prices,Price increase similar to current rate,No change in prices,No change in prices,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,10-11,,10-11,,10-11,,Tier 2
3702,64,Jul-2021,Jammu,180007.0,Female,30 to 35 years,HOMEMAKER,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,>=16,20.0,>=16,20.0,Tier 2
3703,64,Jul-2021,Jammu,180007.0,Female,40 to 45 years,HOMEMAKER,No change in prices,Price increase more than current rate,Decline in price,Price increase similar to current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,10-11,,10-11,,15-16,,Tier 2
3704,64,Jul-2021,Jammu,180007.0,Female,30 to 35 years,HOMEMAKER,Decline in price,Decline in price,Price increase similar to current rate,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,Decline in price,10-11,,5-6,,<1,,Tier 2
3705,64,Jul-2021,Jammu,180007.0,Male,45 to 50 years,Self-Employed,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,10-11,,10-11,,10-11,,Tier 2
3706,64,Jul-2021,Jammu,181101.0,Male,40 to 45 years,Daily workers,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,8-9,,8-9,,12-13,,Tier 2
3707,64,Jul-2021,Jammu,181101.0,Male,40 to 45 years,Self-Employed,Price increase more than current rate,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,5-6,,7-8,,4-5,,Tier 2
3708,64,Jul-2021,Jammu,181101.0,Male,45 to 50 years,Self-Employed,No change in prices,Decline in price,No change in prices,Price increase similar to current rate,No change in prices,Price increase similar to current rate,No change in prices,Decline in price,Decline in price,Price increase similar to current rate,No change in prices,No change in prices,10-11,,10-11,,<1,,Tier 2
3709,64,Jul-2021,Jammu,181101.0,Male,25 to 30 years,Daily workers,Price increase similar to current rate,Price increase less than current rate,No change in prices,Decline in price,No change in prices,No change in prices,Price increase similar to current rate,Price increase less than current rate,No change in prices,No change in prices,No change in prices,No change in prices,10-11,,10-11,,10-11,,Tier 2
3710,64,Jul-2021,Jammu,181101.0,Male,Up to 25 years,Self-Employed,Price increase similar to current rate,Price increase less than current rate,Price increase less than current rate,Price increase similar to current rate,No change in prices,Price increase less than current rate,Price increase similar to current rate,Price increase less than current rate,Decline in price,Price increase less than current rate,No change in prices,No change in prices,4-5,,4-5,,4-5,,Tier 2
3711,64,Jul-2021,Jammu,181101.0,Male,Up to 25 years,Daily workers,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase less than current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,No change in prices,Price increase similar to current rate,10-11,,10-11,,10-11,,Tier 2
3712,64,Jul-2021,Jammu,181101.0,Male,35 to 40 years,Daily workers,Price increase less than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,10-11,,9-10,,10-11,,Tier 2
3713,64,Jul-2021,Jammu,181101.0,Male,50 to 55 years,Daily workers,Price increase less than current rate,Price increase similar to current rate,No change in prices,Decline in price,Price increase similar to current rate,No change in prices,Decline in price,Decline in price,No change in prices,Decline in price,Price increase similar to current rate,Price increase similar to current rate,5-6,,3-4,,<1,,Tier 2
3714,64,Jul-2021,Jammu,181101.0,Male,Up to 25 years,Self-Employed,Price increase less than current rate,Price increase less than current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Decline in price,Decline in price,No change in prices,Decline in price,Price increase similar to current rate,Decline in price,3-4,,2-3,,<1,,Tier 2
3715,64,Jul-2021,Jammu,181101.0,Male,50 to 55 years,Daily workers,Price increase less than current rate,No change in prices,Decline in price,Price increase similar to current rate,No change in prices,No change in prices,Decline in price,No change in prices,Decline in price,Decline in price,No change in prices,Decline in price,>=16,20.0,15-16,,<1,,Tier 2
3716,64,Jul-2021,Jammu,181101.0,Male,Up to 25 years,Daily workers,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase similar to current rate,No change in prices,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,15-16,,15-16,,15-16,,Tier 2
3717,64,Jul-2021,Jammu,181101.0,Male,Up to 25 years,Daily workers,Decline in price,Decline in price,No change in prices,Decline in price,Price increase similar to current rate,Decline in price,Decline in price,Decline in price,Decline in price,No change in prices,Price increase similar to current rate,Decline in price,7-8,,7-8,,<1,,Tier 2
3718,64,Jul-2021,Jammu,181101.0,Male,Up to 25 years,Self-Employed,No change in prices,Price increase similar to current rate,Decline in price,Decline in price,No change in prices,No change in prices,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,Decline in price,Price increase similar to current rate,Price increase less than current rate,5-6,,5-6,,3-4,,Tier 2
3719,64,Jul-2021,Jammu,181101.0,Male,Up to 25 years,Daily workers,Price increase similar to current rate,Price increase less than current rate,Decline in price,No change in prices,No change in prices,No change in prices,Price increase similar to current rate,Price increase less than current rate,Decline in price,Price increase similar to current rate,No change in prices,Price increase less than current rate,5-6,,5-6,,4-5,,Tier 2
3720,64,Jul-2021,Jammu,181101.0,Male,25 to 30 years,Other employees,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,10-11,,10-11,,10-11,,Tier 2
3721,64,Jul-2021,Jammu,181101.0,Male,25 to 30 years,Self-Employed,No change in prices,Price increase more than current rate,Price increase less than current rate,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase less than current rate,12-13,,12-13,,<1,,Tier 2
3722,64,Jul-2021,Jammu,,Male,35 to 40 years,Self-Employed,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase less than current rate,No change in prices,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase more than current rate,8-9,,8-9,,10-11,,Tier 2
3723,64,Jul-2021,Jammu,,Male,25 to 30 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Decline in price,No change in prices,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Decline in price,Decline in price,No change in prices,10-11,,>=16,20.0,>=16,20.0,Tier 2
3724,64,Jul-2021,Jammu,,Male,25 to 30 years,Self-Employed,No change in prices,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,8-9,,8-9,,10-11,,Tier 2
3725,64,Jul-2021,Jammu,,Male,30 to 35 years,Self-Employed,No change in prices,Price increase similar to current rate,No change in prices,No change in prices,Decline in price,Decline in price,Price increase similar to current rate,No change in prices,No change in prices,Decline in price,Price increase similar to current rate,No change in prices,13-14,,13-14,,13-14,,Tier 2
3726,64,Jul-2021,Jammu,,Male,25 to 30 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,>=16,20.0,>=16,25.0,>=16,25.0,Tier 2
3727,64,Jul-2021,Jammu,,Male,35 to 40 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,No change in prices,Decline in price,Decline in price,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Decline in price,Price increase more than current rate,13-14,,15-16,,>=16,17.0,Tier 2
3728,64,Jul-2021,Jammu,,Male,25 to 30 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,>=16,16.0,>=16,19.0,>=16,19.0,Tier 2
3729,64,Jul-2021,Jammu,,Male,Up to 25 years,Self-Employed,Price increase similar to current rate,Price increase more than current rate,No change in prices,Price increase similar to current rate,No change in prices,No change in prices,No change in prices,Price increase similar to current rate,No change in prices,No change in prices,No change in prices,Price increase more than current rate,12-13,,12-13,,<1,,Tier 2
3730,64,Jul-2021,Jammu,,Female,35 to 40 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,15-16,,>=16,20.0,>=16,20.0,Tier 2
3731,64,Jul-2021,Jammu,,Male,35 to 40 years,Self-Employed,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,12-13,,12-13,,14-15,,Tier 2
3732,64,Jul-2021,Jammu,,Male,Up to 25 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase less than current rate,Price increase similar to current rate,Price increase less than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,15-16,,>=16,20.0,15-16,,Tier 2
3733,64,Jul-2021,Jammu,,Female,25 to 30 years,Other employees,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,14-15,,>=16,16.0,>=16,18.0,Tier 2
3734,64,Jul-2021,Jammu,,Male,30 to 35 years,Self-Employed,No change in prices,Price increase more than current rate,Price increase more than current rate,No change in prices,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,8-9,,8-9,,10-11,,Tier 2
3735,64,Jul-2021,Jammu,,Male,25 to 30 years,Self-Employed,Price increase similar to current rate,Price increase similar to current rate,Decline in price,Price increase similar to current rate,Decline in price,Decline in price,No change in prices,Decline in price,No change in prices,Decline in price,No change in prices,Decline in price,9-10,,9-10,,<1,,Tier 2
3736,64,Jul-2021,Jammu,,Female,Up to 25 years,Other category,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,11-12,,15-16,,15-16,,Tier 2
3737,64,Jul-2021,Jammu,,Male,35 to 40 years,Other employees,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase similar to current rate,8-9,,8-9,,8-9,,Tier 2
3738,64,Jul-2021,Kolkata,700002.0,Female,30 to 35 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,6-7,,7-8,,9-10,,Tier 1
3739,64,Jul-2021,Kolkata,700002.0,Male,30 to 35 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,10-11,,10-11,,Tier 1
3740,64,Jul-2021,Kolkata,700002.0,Female,25 to 30 years,Daily workers,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,9-10,,10-11,,10-11,,Tier 1
3741,64,Jul-2021,Kolkata,700002.0,Female,30 to 35 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Decline in price,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,7-8,,8-9,,8-9,,Tier 1
3742,64,Jul-2021,Kolkata,700002.0,Male,40 to 45 years,Other category,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,8-9,,8-9,,<1,,Tier 1
3743,64,Jul-2021,Kolkata,700002.0,Female,40 to 45 years,HOMEMAKER,Price increase similar to current rate,Price increase similar to current rate,Decline in price,Decline in price,Price increase more than current rate,Price increase similar to current rate,No change in prices,No change in prices,No change in prices,No change in prices,No change in prices,Price increase similar to current rate,9-10,,9-10,,<1,,Tier 1
3744,64,Jul-2021,Kolkata,700002.0,Female,35 to 40 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,8-9,,10-11,,10-11,,Tier 1
3745,64,Jul-2021,Kolkata,700002.0,Male,60 years and above,Retired persons,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,6-7,,8-9,,8-9,,Tier 1
3746,64,Jul-2021,Kolkata,700002.0,Female,40 to 45 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,9-10,,10-11,,10-11,,Tier 1
3747,64,Jul-2021,Kolkata,700002.0,Male,35 to 40 years,Other employees,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,6-7,,7-8,,7-8,,Tier 1
3748,64,Jul-2021,Kolkata,700002.0,Female,40 to 45 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,10-11,,10-11,,Tier 1
3749,64,Jul-2021,Kolkata,700002.0,Female,45 to 50 years,Daily workers,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase less than current rate,No change in prices,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,No change in prices,Price increase more than current rate,9-10,,12-13,,12-13,,Tier 1
3750,64,Jul-2021,Kolkata,700002.0,Male,35 to 40 years,Other employees,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,8-9,,8-9,,Tier 1
3751,64,Jul-2021,Kolkata,700002.0,Female,40 to 45 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,8-9,,10-11,,10-11,,Tier 1
3752,64,Jul-2021,Kolkata,700002.0,Female,35 to 40 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,4-5,,6-7,,10-11,,Tier 1
3753,64,Jul-2021,Kolkata,700002.0,Female,40 to 45 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,7-8,,9-10,,12-13,,Tier 1
3754,64,Jul-2021,Kolkata,700002.0,Female,40 to 45 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,No change in prices,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,8-9,,12-13,,15-16,,Tier 1
3755,64,Jul-2021,Kolkata,700002.0,Female,45 to 50 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,>=16,18.0,>=16,19.0,>=16,20.0,Tier 1
3756,64,Jul-2021,Kolkata,700002.0,Female,35 to 40 years,HOMEMAKER,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Price increase similar to current rate,No change in prices,No change in prices,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,>=16,33.0,>=16,33.0,>=16,36.0,Tier 1
3757,64,Jul-2021,Kolkata,700004.0,Female,60 years and above,HOMEMAKER,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,10-11,,12-13,,10-11,,Tier 1
3758,64,Jul-2021,Kolkata,700004.0,Female,35 to 40 years,HOMEMAKER,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,3-4,,5-6,,3-4,,Tier 1
3759,64,Jul-2021,Kolkata,700004.0,Female,50 to 55 years,HOMEMAKER,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,>=16,20.0,>=16,40.0,>=16,20.0,Tier 1
3760,64,Jul-2021,Kolkata,700004.0,Male,45 to 50 years,Daily workers,Price increase similar to current rate,Decline in price,Price increase more than current rate,Decline in price,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,No change in prices,Decline in price,Price increase similar to current rate,Price increase similar to current rate,10-11,,10-11,,10-11,,Tier 1
3761,64,Jul-2021,Kolkata,700006.0,Female,30 to 35 years,Self-Employed,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Price increase similar to current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Price increase more than current rate,Decline in price,Price increase more than current rate,Price increase more than current rate,>=16,20.0,>=16,50.0,>=16,50.0,Tier 1
3762,64,Jul-2021,Kolkata,700006.0,Female,30 to 35 years,Other employees,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase more than current rate,Price increase similar to current rate,Price increase similar to current rate,Decline in price,5-6,,5-6,,4-5,,Tier 1
3763,64,Jul-2021,Kolkata,700006.0,Female,40 to 45 years,Self-Employed,Price increase similar to current rate,No change in prices,Price increase more than current rate,Decline in price,Decline in price,No change in prices,Price increase similar to current rate,No change in prices,Decline in price,Decline in price,Decline in price,Price increase similar to current rate,3-4,,3-4,,3-4,,Tier 1
3764,64,Jul-2021,Kolkata,700006.0,Male,60 years and above,Self-Employed,Price increase more than current rate,Price increase similar to current rate,Price increase less than current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase similar to current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,Price increase less than current rate,8-9,,10-11,,8-9,,Tier 1
